Username,Short_Reviews,Long_Reviews,Restaurant_names,User_rating,Short_Reviews_sentiment
charles h,An amazing all round food experience,"We did the 4 course prix 5 menu - scallop crudo, Australian quail, fg, uni risotto, Guinea fowl, Dover sole. All dishes really well executed and stand outs were...",VUE,50,0.2
charles h,Amazing hotel breakfast,Amazing breakfast. Could. It decide between the Soto Ayam and French toast and ended up getting both! The French toast was absolutely to die for. Great,Vong Kitchen,50,0.6
charles h,A gem of a find in Paihia!,Stumbled on the restaurant by accident - we were walking to Alfesco - and was truly a great find. For starters we had oysters and the terrine. Oysters were wond...,Terra Restaurant,50,0
charles h,Fresh Pasta Heaven. ,"Gorgeous example of a restaurant that is focused one thing and does it amazingly well. Gorgeous pasta. We tried the lasagna, gnocchi, carbonara, squid ink, pest...",LABottega Pastificio con Cucina,50,0.3
charles h,Nice location terrible food ,Great spot if you are a fan of mediocre pasta and frozen pizza bases. Lovely location down a side street near Piazza Novena but food was poor. We were there for...,Osteria del Gallo,20,-0.2
charles h,Wonderful view ,"We did the bubble tram ride and definitely worth the money. View is amazing (surprise, surprise). Crowd was a bit daunting and online booking required a wechat ...",Canton Tower,40,1
charles h,Great service,We stayed a night on guanzhou on the way to Europe. Hotel location is not the best for sightseeing - it is great if you are in guanzhou for conferences as it is...,Langham Place Guangzhou,50,0.8
charles h,Incredibly convenient ,"Well located hotel over the Tokyo station within easy walking distance to Marunouchi, Nikon Bashi district. Three blocks to the palace ground which is great for...",HOTEL METROPOLITAN TOKYO MARUNOUCHI,40,0.9
charles h,A Great stay!,First stay at the four seasons Seoul and all round an outstanding business hotel. Rooms are large and well appointed. Beds and pillow world class. Bathrooms cle...,Four Seasons Hotel Seoul,50,1
charles h,Great Place for Thai noodles. ,"We came for lunch on a weekend and had the Pad Thai, Pad Si Ew and boat noodles. All were excellent. Great decor - felt like being in Thailand. ",Samosorn Thai Local Food Hall,40,0.8
charles h,Great experience,Had a great experience. Museum was well curated with lots of background information to the artist. Book ahead online to get your preferred time slots. Audio gui...,Van Gogh Museum,50,0.8
charles h,Great stay,Amazing staff who are extremely friendly and helpful. Rooms are small - as expected for a 3-Star hotel but very clean and well appointed. It is just next to the...,Hampton by Hilton Amsterdam / Arena Boulevard,50,0.8
charles h,Huuuuuge portions. ,"Simple rustic Italian restaurant. Three of us went for dinner and ordered the fish of the day, lamb shoulder and lamb crown. All were well cooked and portions w...",Ristorante Il Fiore,40,0
charles h,Pleasant enough....,Simple ÂwellnessÂ hotel where we had a business conference. Hotel was pleasant and clean. Food was in line with expectations. Key problem was the wifi which was...,Thermen Bussloo,30,0.37
charles h,Friendliest hotel in Lima!!!,Miguel and Alfredo from the concierge are the best!  They are extremely friendly and helpful. Robert from the restaurant is always smiling and remembers your or...,INNSiDE by MeliÃ¡ Lima Miraflores,50,0
charles h,Gobsmacking-ly good!!!,We didnÂt have reservations but was lucky that they were able to squeeze us in for lunch - thanks to the Maido team for making it happen!  It was an amazing exp...,Maido,50,1
shropshiretom,Competent and well organized eatery .,"Lead waitress was professional and a great ambassador for the 
restaurant - welcoming , patient and knowledgeable .
Food was decent and well presented : Smoked ...",The Leeky Canoe Pub & Eatery,40,0.5
shropshiretom,Nice experience - the team obviously take great pride .,"By far one of the busiest restaurants in the area .
We had not booked , but were warmly greeted , and after a few 
seconds of deliberation were seated at a tabl...",Cafe Polonez,40,0.47
shropshiretom,"Good diner , relaxed atmosphere in a great location .","Ate here twice during our regular visit to Toronto - once for breakfast , and again for Sunday brunch .
Despite being busy , the staff remained calm and proacti...",CafÃ© Diplomatico,40,0.75
shropshiretom,Quality unpretentious middle eastern fare .,"Second visit to this slick operation .
Menu somewhat difficult to interpret , but any questions we had were
quickly answered by the supervisor  / owners ?
The R...",The Good Fork,50,0
shropshiretom,"Slightly above average , but tinned mushroom? Yuk .","Nice staff , welcoming and reasonably attentive .
Good range of beers .
Ordered Sausage Pizza , which was fab but 
avoid the Meatball Sub at all costs ! 
Only t...",Firehall Pizza Co,40,-0.07
shropshiretom,"For the price and reputation , perfection was expected  , but not received .","We were well received , and greeted nicely by the reception staff who led us to a back wall booth on the first floor .The fabric of the restaurant is suave and ...",Hy's Steakhouse Toronto,30,-0.1
shropshiretom,"Top price ,  minimal  portions = poor business strategy .","Last year , we moved our Pizza purchasing from Domino's at Tettenhall  to Papa John's in Codsall - their advertising of ' better ingredients , better pizzas ' a...",Papa Johns Pizza,30,0
shropshiretom,"Great hospitality , and quality food .","My wife and  I visited Latimer's for the first time last Friday - friends of ours had sent us a Latimer's meal  voucher as a gift , and we are glad they did ! 
...",Latimer's of Shifnal,50,0.8
shropshiretom,Need to do much better. ,"Sadly we also lunched at The Courthouse on Jan 21st - although the staff were reasonably attentive , the two course meal took well over 2 hours in a somewhat ch...",The Courthouse,20,0.5
shropshiretom,The Hotel grew on us after initial impressions,"We travelled with Jet2 in early Dec 2022 , and both legs of the journey from Birmingham airport  were on time and efficiently handled   .
Our initial impression...",Barcelo Lanzarote Active Resort,40,0
shropshiretom,Pleasantly surprised on a cold December afternoon .,"Stumbled upon La Piazetta after  failing to get seating or attention at two  
adjacent nationwide restaurants .We were greeted promptly and guided to a 
window ...",Barcelo Lanzarote Active Resort,40,-0.25
shropshiretom,Basic facilities for 5 star prices .,"Attended the Ball/Boe concert  Nov 29th .
Parking was smooth . Bus transfer relatively prompt , bus the E1 bus shelter which was 
a long , grubby Perspex tube n...",La Piazzetta,30,0
shropshiretom,Lamb to die for,"We regularily  have takeaways from Aroma , and generally these have been acceptable - however last week we had a fab meal of Lamb Rogan Josh ( so lean and tasTy...",Resorts World Arena,50,0
shropshiretom,Not prepared for customers,"Eaten here twice in the last 2 years , and both times were unacceptable .
Large cheese Raviolli that seemed freezer burnt and filling like sawdust  , veal salti...",Aroma,20,0
shropshiretom,"Food above average , but no service leadership .","Last eat here 3 years ago , and suggested on T/A  that the greeting was poor and that there needs to be someone leading the service team who  takes ownership .
...",Al Sorriso,30,-0.07
shropshiretom,Below par,Visited yesterday Oct 13th for lunch with visiting friends as a party of four  ; we were greeted well but taken to a small table that was inadequate for the mai...,Shrewsbury Arms,30,0
shropshiretom,"Crisp service , and good food .","Visited last evening with my wife ( Aug 22) for Sunday dinner , and was pleasantly surprised by the prompt and friendly greeting , and the joined- up levels of ...",CÃ´te Brasserie - Shrewsbury,50,0.47
shropshiretom,For the price it needs to up its game ...,"Check in was pleasant enough , but no mention of the residents parking which would have saves us many  yards of suitcase carrying from the general car park  .
R...",The Wooden Fender,30,-0.4
Scott H,Stunned!,This may be my third or so review of George and you might think there is nothing more to say but . . . I have to say again that George has to be one of Canada's...,George Restaurant,50,0
Scott H,Consistency!,"I have reviewed Blu before and am happy to report nothing has changed.  If anything, it gets better!  I did a tasting menu on this solo visit and every single d...",Blu Ristorante,50,0
Scott H,Disappointed ,"I dined at Scaramouche some years back and it was a memorable meal.  I returned tonight and although solo, was grateful for a table with a great city view.  My ...",Scaramouche Restaurant,30,-0.75
Scott H,"Very, Very Good","We book-ended a trip to Maine with dinners here the first and last evenings of the vacation.  And both were wonderful.  We love the atmosphere--the lighting, th...",Tuscan Brick Oven Bistro,50,0.91
Scott H,Consitently Good,"When I review a place, I base my rating on the kind of place it is.  Were I to stack up Cafe Drydock against some other places on MDI, it might not be a 5 star ...",Cafe Drydock & Inn,50,0.7
Scott H,Excellent,"Four years ago on a 30th anniversary trip I gave Red Sky 4 stars but on our return this year it's up to 5 easily.  I love the space: cozy, elegant, great lighti...",Red Sky,50,1
Scott H,Consistently Great!,Four years ago on our 30th anniversary trip to Maine our rental cottage was a 90 second walk from Seafood Ketch.  We dined here x3.  This summer it was only a 5...,Seafood Ketch,50,1
Scott H,Outstanding on Every Level,On our week on Mt Desert Island we had a lot of fog but the night we had a rez at The Reading Room was clear and so the spectacular views of Frenchman's Bay wer...,Reading Room Restaurant,50,0.5
Scott H,Excellent!,We thought we had been to Salt & Steel before but it turned out that was some years ago before this nice space on Main St in Bar Harbor changed hands in 2019.  ...,Salt & Steel,50,1
Scott H,Exceptional!,"We walked right past the rather nondescript main entrance on Main Street but once we found our way in, we had a delightful meal. Cocktails were great, including...",Alleia,50,0.83
Scott H,Very Fine,A month earlier I had spent 2 nights at The Alexander for a seminar and both evenings I visited the bar at Nesso and had dinner at the bar.  Cat and Gabe are gr...,Nesso,50,0.54
Scott H,Overall Very Good,The Alexander is a fine hotel. I had stayed here 2 nights the month before as part of a seminar and so chose it for my wife's and my final night of spring break...,"The Alexander, a Dolce by Wyndham",40,0.45
Scott H,Refined Elegance,The Read House is easily one of the best--perhaps the best--hotel I have ever stayed at.  Every square inch of the hotel is immaculately clean and elegant--you ...,The Read House,50,0
Scott H,"Great Vibe, Great Food","Stir is a happening kind of place with dramatic high ceilings, floor to ceiling windows, and a big city vibe.  The place was busy the Wednesday evening we dined...",Stir,50,0.8
Scott H,Flavorful!,Public House is a popular place with a wonderful interior and some outdoor seating.  My wife and I enjoyed a great meal here.  We put together a cheese and char...,Public House,50,0
Scott H,Very Fine,"My wife and I stayed in the fantastic Read House and so dined here on our first evening in Chattanooga.  Like the whole hotel, Bridgman's is elegantly appointed...",Bridgeman's Chophouse,50,0.54
Scott H,Excellent ,"My wife and I stayed in Indy as a stopover en route to a Spring Break destination and enjoyed a very good meal here. Drinks were good, a hummus appetizer was ge...",Conner's Kitchen + Bar,50,1
Scott H,Setting the Standard,"It's been some years since I came to this flagship Toronto restaurant but it's quality has not changed, except maybe it's even better if that's even possible.  ...",George Restaurant,50,0
Scott H,Delightful! ,"On my first trip back to Toronto since COVID, I am sad to see some past fav restaurants gone.  But Blu is still here and in fantastic shape.  Our server Laurel ...",Blu Ristorante,50,1
Scott H,Overall Good,This place was very busy on the August Tuesday evening I visited.  I had made a reservation and got my table right away.  It is a very LOUD venue with lots of h...,Olive on Main,40,0.35
Anders W,Great choices of flavours,Interesting choices of ice cream. Helpful staff that let us sample so we could choose the ice cream we wanted. We really enjoyed our visit.,Scooped Distillery District,50,0.8
Anders W,A geniune place,"I would have never gone down the steps if I hadnÂt checked it out on Tripadvisor, but IÂm very glad we did. 

Great selection of beers and some very nice versio...",C'est What?,50,0
Anders W,"Ok, but only if youÂre going upntye CN Tower anyways","CN Tower is a Âmust doÂ in Toronto, and since just riding up the tower is almost as expensive as getting a two course lunch menu, we decided to have lunch.

Vie...",360 The Restaurant at the CN Tower,30,0.25
Anders W,Absolutely amazing,"Absolutely amazing! Food is great, staff is great, donÂt miss it if youÂre in Toronto.

We hadnÂt booked a table, but were lucky enough to get the last teo seat...",Richmond Station,50,0.6
Anders W,A fabulous stay,We felt really welcome and had a lovely stay. Our room was big and the bed really comfortable. Our friendly host helped check with the bearby pub regarding dinn...,Manor Farm B&B,50,0.4
Anders W,Great food and atmosphere,"A nice neighbourhood atmosphere, friendly staff and great food. What more could you ask for? We had burgers, one beef, one chicken, and were surprised by the am...",The Barleycorn Inn Restaurant,50,0.8
Anders W,Worst pub ever!!!,"Worst pub ever! We went to order beer and food, and were told we could order the beer but had to wait 10 minutes to order food. We ordered beers and when we cam...",Horse & Hounds Restaurant,10,-1
Anders W,Popular place for breakfast,"A great place for breakfast, but very crowded. DonÂt be surprised if you need to wait to get a table, but the wait is worth it. Breakfast is excellent!",Peter's Cafe,50,0.6
Anders W,A friendly breakfast,"If you dare walk in under this railway bridge, youÂll find a well-cooked breakfast in a very friendly environment. Good selection ogÃ¶f breakfast alternatives at...",Devine Restaurant Coffee Bar,50,0.38
Anders W,Absolutely delicious,Not too busy when I arrived and I got good help with recommendations from the menu. They have a page of Âseasonal specialtiesÂ where I was recommended the veal ...,Restaurant Esszimmer,50,1
Anders W,Trevlig kvarterskrog,"Trevlig kvarterskrog med relativt liten, men god, meny. Vi Ã¥t hamburgaren och den vegetariska hamburgaren, bÃ¤gge jÃ¤ttegoda. vi kommer att gÃ¥ hit fler gÃ¥nger!",Bolinder Strands Krog,40,0
Anders W,Best whisky tasting experience available,"We did the Casks from the Past tasting (no distillery tour, just tasting). Four very good whiskies, all served in black glasses to allow us to let our taste, no...",Aberlour Distillery Brand Home,50,0.7
Anders W,Delicious food,"I had an early Saturday evening dinner. The restaurant had no other guests when I arrived. If it hadnÂt been for the good reviews on Tripadvisor, I would have b...",Seasons Restaurant,50,1
Anders W,Excellent local specialities and superfriendly staff,"When in Amsterdam, you have to try the herring. I donÂt have that many herring places to compare with, but this place gets top marks. Extremely friendly staff, ...",Volendammer Vishandel 't  Centrum,50,0.5
Anders W,Nice italian restaurant,"Friendly staff, excelllent food, good wine and decent prices. What more could we ask for? This is a very good choice of restaurant, fairly close to the leaning ...",Ristoro Pecorino,50,0.3
Anders W,Excellent fresh pasta,"It doesnÂt look much and the food is served in paper boxes, but they have excellent pasta at excellent prices. We got everything on the menu explained and could...",We Love Pasta,50,0.65
Anders W,The perfect budget stay!,"If you're looking for a budget stay in London, look no further! Rooms are functional (hey, you're not in London to sit in your room), security is great (double ...",LSE Carr-Saunders Hall,40,1
Anders W,VARNING - INGEN ALLERGIINFORMATION FÃR NÃTALLERGIKER,Jag jobbas i Mall of Scandinavia och besÃ¶kte restaurangen med arbetskamrater. Eftersom det Ã¤r buffÃ© finns smÃ¥ skyltar med information om vilken matrÃ¤tt det Ã¤r i...,Budda Kahn,10,0
Anders W,Warning - everything contains nuts!,"IÂve eaten here several times before and enjoyed the food. Today when I ordered a pie, the waitress asked for allergies (which is good) and it turns out that al...","The Admiralty, Trafalgar Square",10,0
Anders W,Magical Mystery Tour,"We did the allt Dour tour with Frank. After showing us the distellery and telling us all about how whisky is made, we had a wonderful tasting. My favorite was t...",Blair Athol Distillery,50,0.5
jmelch,You must try this place if in Toronto!,"This is a fantastic place- amazing food and knowledgeable, helpful, friendly staff. We had a later reservation at 8:30, but got there much earlier and they were...",Rasa,50,0
jmelch,Delicious sushi and creative cocktails on a rooftop deck!,Had a wonderful experience at HarrietÂs Rooftop Friday Oct 6. I brought my college aged daughter and her friend there and we thoroughly enjoyed the creative del...,Harriet's Rooftop,50,0.81
jmelch,HNL to Waikiki and back,Great friendly and responsive service to Waikiki and back to the airport.   I will book this company again.  Friendly drivers and great communication with dispa...,Fly Shuttle Tours,50,0
jmelch,Beautiful presentation,"We had dinner here tonight based on reviews, and we have to say that the presentation is fantastic. My husband and I shared the poke nachos, the shrimp Tempura ...",Kuleana Rum Shack,40,0.85
jmelch,2nd floor patio and big screen TVs,This is a good place to watch a game and have a casual dinner while Enjoying a Warm desert evening. They have indoor and outdoor seating. The upstairs patio is ...,Zax,40,0
jmelch,Delightful dinner on the deck,My two friends and I had a wonderful dinner here over Memorial Day weekend. The parking lot is a tight fit and they do not take reservations but we knew about t...,Sunset Grill,50,1
jmelch,Lovely sunset sail!,"Our family of four had a delightful sunset sail
Tonight with Spike, Mike and Captain Chris. There were initially 22 passengers on board the catamaran that can h...",Mauna Lani Sea Adventures,50,0.62
jmelch,"Good pub food, Noisy ",We came here last Friday night to have dinner and watch the hockey game. We waited 30-40 minutes for a table so my husband watched the game at the bar while my ...,Tropics Ale House,40,0.7
jmelch,Great place to spend a night at the volcano,We decided to spend one night at Volcano House to be able to see more of the park and not have to make it such a long day (we are staying on the Kohala Coast). ...,Volcano House,50,0.8
jmelch,Great food and service with a casual fun atmosphere ,"Our family of four had dinner here Sunday night. They donÂt take reservations, you put your name in and they text you when your table is ready. We waited 30-40 ...",The Fish and The Hog,50,0.2
jmelch,Lots of choices but the ono special and the sushi were tops!,"We had a fabulous meal here earlier this week- get the ono special if they have it, it was cooked to perfection which is to say rare in the middle. Most ono is ...",Red Water Cafe,50,0.45
jmelch,"large comfortable rooms, but they nickel and dime you","I stayed at Caesars in September while attending a conference. The rooms were large as was the bathroom (double vanity, separate large tub and shower), with com...",Caesars Palace Las Vegas Hotel & Casino,30,0.31
jmelch,"lovely hotel, very conveniently located","Our family of four stayed here for 5 days in July, and this was our base for exploring Rome, as well as taking day trips to Pompeii and the Amalfi Coast. This h...",Anantara Palazzo Naiadi Rome Hotel,50,0.35
jmelch,a very special resort under the Tuscan sun,"We stayed here in July as part of a conference- our family of four shared a lovely farmhouse with two other families in our group, which was off the main proper...",Il Borro Relais & ChÃ¢teaux,50,0.46
jmelch,great way to see Amalfi Coast if you're not staying there,"The four of us spent a day with Pavo in July, as I'd always wanted to see the Amalfi Coast but we couldn't fit in a stay on the coast itself during this trip. W...",Amalfi Coast from Rome: Boat-Hopping with Limoncello Tasting,50,0.8
jmelch,fantastic tour!,"Our family of four spent a day in Pompeii in July, and thoroughly enjoyed it. We took a bus from Rome, hiked Mt Vesuvius (it was quite chilly and very windy, br...",Pompeii Day Trip with Mount Vesuvius or Amalfi Coast Option,50,0.5
jmelch,fun menu with lots of variety,"I had lunch here yesterday with a friend- it gets busy, so going on the earlier side is helpful. The waitress was friendly and helpful and service was prompt. I...",bartaco,40,0.3
jmelch,Definitely THE way to see the Colosseum!,"We spent three hours with our guide exploring the Colosseum via the Gladiator's Entrance, then went on to the Roman Forum and Palatine Hill. Our family of four ...",Colosseum VIP Access with Arena and Ancient Rome Tour,50,0
jmelch,"Information packed tour, hits the highlights","Our family of four spent the morning at the Vatican, the Sistine Chapel and St Peter's Basilica on July 14. It was a large group, so everyone had headsets to al...","Vatican Museums, Sistine Chapel & St PeterÂs Basilica Guided Tour",50,0
R3557HYsteve,Will not disappoint!!,"We've been eating at New Orleans for over a decade and our experience has always been fabulous. The atmosphere is warm and cozy, and food is always top notch (w...",New Orleans Seafood & Steakhouse,50,0
R3557HYsteve,Great experience!,Great service and wonderful meal of very tasty grilled chicken and the best dessert of our trip: a nice piece of the local tarte de amÃªndoa (almond torte).,CafÃ© Restaurante Primavera,40,1
R3557HYsteve,Alhambra tour with Manuel...outstanding!,"The Alhambra is a must see for any visitors to the region and Manuel Esteban from Nhue was the perfect guide. His background in architecture, knowledge of local...",Alhambra & Generalife Skip the Line Premium Tour including Nasrid Palaces,50,0
kbatlanta,"Beautiful place, good food  with high prices.","Brunch was quite nice, service and atmosphere. The smoothies, breads and salads were very good. The omelette I ordered was very average and very expensive. No s...",1 Kitchen Toronto,40,0.57
kbatlanta,Amazing authentic Italian gelato. Yum!,Can I rate it 10 stars??? Completely authentic gelato made by Italians. It transports you back to Italy. So good I went back everyday,Mizzica Gelateria & Cafe,50,0.37
kbatlanta,Excellent authentic upscale Italian,Excellent and very authentic Italian food in a beautiful atmosphere. Not too big and not too small. Excellent pasta and the octopus was fantastic. Great drinks ...,Amano Trattoria,50,0.5
kbatlanta,October is a great time to go! Small group a must,Small group tour with only one meeting point and nice small bus. Highly recommend over the giant bus with multiple stops and too many people. This trip leaves a...,Niagara Falls Day Tour with Optional Boat and Behind the Falls,50,0.38
kbatlanta,Very average with long wait,"Over rated average Thai food with long waits to get in. There is nothing special about the menu, very standard Thai dishes prepared very average. Service is goo...",Pai Northern Thai Kitchen,30,-0.12
kbatlanta,Small place with tasty Japanese food,Very small place in Chinatown with excellent Japanese food. Reasonable price. Good service and tasty food. Highly recommend,Yuugi Izagaya,50,-0.12
kbatlanta,Meh. VERY average. Worn out.,"3 pros- nice bed, nice shower, close to subway. ThatÂs all. The hotel is worn out and two really unforgivable things- breakfast was basically leftovers from the...",Aloft New York Brooklyn,30,-0.2
kbatlanta,Perfect nyc bagels,Perfect New York bagels you can only get in nyc. Fresh delicious and fast. Order sheets to avoid the line. Bat in the area.,Leo's Bagels,50,1
kbatlanta,Greasy over rated and awful owners,Average greasy food with a side of ultra  wing nut jobs. Finally removed confederate flag but not the spirit of it. Stay away,OK Cafe,20,-1
kbatlanta,Excellent service but too short and expensive.,"Excellent instructor and service BUT very very expensive and very short ride. Even though the website promised an average ride of 12 minutes, my flight was exac...",querovoar.net,40,0.17
kbatlanta,"Funky atmosphere, good service, French food",Service was excellent and the food was tasty. Loved the fun neon interior. Everyone enjoyed their food. French food with nice size portions at good prices. Woul...,Bisou Bisou,50,0.35
kbatlanta,Needs improvement,"The service at this restaurant was just plain awful. The management apologized but did nothing to make up for it. The food was very average, small portions and ...",NÃ´a Ipanema,30,0
kbatlanta,Great Italian spot on hip ipanema corner,"Charming Italian food in a beautiful White House with nice patio. Service is very good, food excellent and desserts are delicious.",Posi Mozza & Mare,50,0.4
kbatlanta,Never disappoints. Always great,Never disappoints. Been coming here for 20 years. Always delicious. Great service. A must every time I visit rio. Unusual flavors. Great fish.,ZazÃ¡ BistrÃ´ Tropical Ipanema,50,0.8
kbatlanta,Michelin Star worthy perfection,"Michelin star worthy perfection.  The presentation, service, flavors, view are all Outstanding. Give yourself time to get to Santa Teresa. Can take up to an hou...",The Secret Nomad Cooking,50,0.33
kbatlanta,Great tour company with best hotel (palacio),"Great experience even though it might not be the cheapest option. Hidalgo is associated with the palacio de Sal hotel, which is the best place to stay by far. T...",Hidalgo Tours,50,0.9
kbatlanta,"Best hotel in the area, by far !","Best hotel by the salt flats, by far. The only really good hotel in the area. Food and service are excellent. The rooms are very nice, but chose your room caref...",Hotel Palacio de Sal,50,0.56
kbatlanta,Boring and uninspiring,"These reviews are crazy. ItÂs an old abandoned mine with some old trains. There is nothing to see. Have you seen an old train, deserted train tracks?  And old a...",Pueblo Pulacayo,10,-1
kbatlanta,AMAZING Foodie experience! And value!,AMAZING! A foodie must. I was shocked at how inexpensive the food was because the presentation of the multi course meal was exquisite and everything was delicio...,Mi Chola,50,0.94
kbatlanta,Delicious sea food and great atmosphere,Wow the food here is amazing. Seafood has unique presentations and are delicious. Flatbreads have generous portions. Really nice atmosphere and great service. M...,Coco Wood Grill,50,0.9
Miguel S,Like dining in Madrid just in Toronto,"If you want to taste authentic Spanish cuisine, this is the place.  The tapas were exquisite.  The catch of the day and the paella have the best Iberian flavors...",LaVinia Restaurant,50,0
Miguel S,Amazing Thai Food,"The best thai soup I've ever have the pleasure to enjoy.    The sweet and sour sauce is awesome.   The menu is extensive, and the prices are reasonable.",Twin Fish,50,0.6
Miguel S,Excelente lugar para ir en ChitrÃ©,"Mariscos muy frescos y buena cocina.   Precios muy acordes con la calidad de sus platos.   Servicio pronto y ameno.
  ",Salsa y Carbon,40,0
Miguel S,Cocina a destiempo y platos frÃ­os,"Si tuviesen un mejor manejo de la cocina, podrian brindar un mejor servicio.   Platos espaÃ±oles, traidos a destiempo y frÃ­os.",La Tasca de Triana,30,0
dalma,Not happy at all with food or service,"Was not impressed at all with this place. IÂm not sure what all the hype is about. The service was not great or very friendly, and the food was underwhelming. I...",Richmond Station,20,-0.4
dalma,Wonderful experience!,"Last meal and Paris and it did not disappoint! It is a small inconspicuous restaurant, that packs a big punch. The salmon was incredible, with very innovative f...",L'Epidon Restaurant Bio et Cave a Vins,50,1
dalma,Not my cup of tea at all.,"Went to this tea room due to recommendations from friends, but I think this place is far too hyped up for what it is. Got seated in a small room in the back wit...",Angelina,20,0
dalma,Wonderful food and friendly service!,"Amazing food and fun friendly service! I ordered the duck with honey glaze and it was so amazing! I loved the ambience and feel of the small restaurant, and it ...",Le Bistrot d'Henri,50,0.73
dalma,Great food!,"Really enjoyed the food here. Service was ok, nothing to brag about. But the food was worth coming here for sure! Both my friend and I had very different meals ...",Restaurant La Cour d'Honneur,50,1
dalma,Less than average,"Very average, uninteresting food. Food came within less than 5 minutes of ordering, so was obviously not freshly prepared. Truffle ravioli had zero truffle tast...",Le Vintage Restaurant -- Bar a Vin,20,-0.16
dalma,Wonderful hidden gem!,"We loved this quaint little winery, and it may have been our favourite on this trip! The service was amazing and friendly, the wine was delicious (particularly ...",Back 10 Cellars,50,0.4
dalma,Not the relaxing getaway you expect.,"First IÂd like to start off with the positives. The staff was very nice and welcoming. Everyone from the front desk to the servers, and even the grounds keeper,...",NoahÂ´s Forest by Tifakara,30,0
dalma,Would not visit at this time due to renovations.,"This was my second visit to Tabacon, and it was not as good as the first. The grounds are beautiful, and the experience is definitely a must. However, I did not...",Tabacon Hot Springs,30,-0.12
dalma,Great food and great service! Must go!,"This was my last meal in Florence, and boy was I lucky! This was one of my favorite meals from my week long visit. I happened to stumble upon it after a visit t...",Antico Fattore,50,0.9
dalma,Wonderful hotel!,"The reviews did not lie! This was a wonderful hotel, with friendly service, and very well situated in the city of Florence. 
Check in was smooth and quick, and ...",Golden Tower Hotel & Spa,50,1
dalma,Very poor experience. Would not recommend to anyone.,Would never return. I booked this hotel due to its proximity to the airport as well as itÂs supposed airport shuttle. I landed at the airport and tried calling ...,"Radisson Blu Hotel, Lisbon",20,-0.52
dalma,"Wonderful service, amazing food!","I have eaten in many restaurants throughout Croatia, but this was one of the best and most memorable meals I have had. The food was incredible, and the service ...",Konoba Marco Polo,50,0.88
dalma,Great food!,"We just happened to stumble across this little bar while looking for something to eat in the area, and it did not disappoint! The setting is beautiful, with vie...",Don Toro,50,1
dalma,Great stay in Ojochal!,"We stayed two nights at this wonderful boutique hotel, and would recommend it to anyone! The views from the balconies and the pool are spectacular, and the hote...",El Castillo,50,1
dalma,Amazing stay at the Rio Celeste!,"Just came back from a wonderful week in Costa Rica where we stayed at several places, but I must say that Rio Celeste was our favourite! The hotel itself is in ...",Rio Celeste Hideaway Hotel,50,0.75
dalma,Unforgettable Experience!,"This was the highlight of our trip, and believe me we had many beautiful moments in Costa Rica. We went for dinner to Castillo de Lilo last night, and are alrea...",Castillo De Lilo,50,1
dalma,Great stay!,"The hotel is great, but what really makes this hotel a wonderful one to stay at is the staff. From check-in, to the lovely bartenders, to the servers at breakfa...",Hilton Garden Inn Niagara-on-the-Lake,50,1
dalma,Not impressed,"I stayed at this hotel for 2 nights, and I will definitely not be returning. The room was incredibly dark, and I made the mistake of booking a pool view room. T...","Holiday Inn Peterborough-Waterfront, an IHG Hotel",20,-0.5
dalma,Great brunch!,"After looking for a brunch spot near by, we stumbled across this lovely little spot. It feels cozy, and inviting, and the staff were very nice and attentive. I ...",A Dog's Breakfast,50,1
bbalis,Delicious pizza,"Good pizza choices.  Delicious pizza.  Good service.  Nice atmosphere.  I would recommend.  When we went, it wasn't too busy.",Goodfellas Wood Oven Pizza,50,1
bbalis,"Great place and walking distance to Niagara Falls, NY",Comfortable beds.  Accommodating and respectful desk staff.  Clean room and bathroom.  Great air conditioner. Big rooms.  Easy to walk to Niagara Falls on US si...,Sheraton Niagara Falls,50,0.8
bbalis,Wonderful food and service!,"Delicious food - shrimp & grits, sushi, oysters, grouper, key lime pie, gumbo, cheese cake, calamari.  Great service except water refills.",Old Florida Fish House,50,1
bbalis,Great experience,Clean room.  Quiet despite next to interstate.  Convenient location. Comfortable bed.  Check in staff was helpful.  The room provided everything that we needed....,Best Western Plus Belle Meade Inn & Suites,50,0.8
bbalis,Great experience,"Our meals were delicious - Fish & Grits, The Mockingburger.  I want to return to try other menu items.  Atmosphere and service were great.",Mockingbird Kitchen,50,0.8
bbalis,Delicious,"Everything tasted delicious - filet, NY strip, sweet potato casserole, potato au gratin, shoestring potatoes, lobster bisque, salad.  Good service.",Ruth's Chris Steak House,50,1
bbalis,"Beautiful view, great service, good food.","Food was good - bacon wrapped stuffed shrimp, grouper, crab stuffed shrimp, trigger fish. Sides were okay. Great service. Beautiful view.",Fisherman's Wharf,40,0.78
bbalis,Delicious breakfast,My Monterey omelette was delicious and big.  Breakfast dishes we saw looked very good.  Good service.  Busy place.  Breakfast seems to be their popular meals.  ...,Prairie Kitchen,50,1
bbalis,Delicious,"Delicious crÃªpes. Many wonderful choices.  Fast, friendly service. CrÃªpes were warm to the very end. Calm atmosphere.",Crepes Paulette,50,1
bbalis,Fun family experience,Our fam of 4 enjoyed the Switzerland Trail on ATV.  We were happy that we scheduled the full day.  We found a beautiful place for our picnic lunch.  Good servic...,Estes Park ATV Rentals,50,0.3
